0.07	0.14	392.00
0.18	0.25	103.83
0.25	0.31	466.16
0.25	0.31	523.25
0.40	0.50	103.83
0.46	0.52	415.30
0.75	1.24	369.99
0.81	2.47	185.00
0.86	2.56	293.66
1.56	1.70	369.99
1.77	1.86	369.99
2.15	2.26	587.33
2.15	2.25	1174.66
2.20	2.43	369.99
2.35	2.50	123.47
2.36	2.48	61.74
2.47	2.62	329.63
2.55	2.61	138.59
2.57	2.63	659.26
2.59	2.77	369.99
2.61	2.78	146.83
2.67	2.76	73.42
2.69	2.78	220.00
2.70	2.78	440.00
2.79	3.19	164.81
2.81	3.43	392.00
2.85	2.91	1318.51
2.88	3.12	82.41
2.96	3.08	246.94
2.98	3.05	329.63
3.10	3.28	369.99
3.15	3.22	185.00
3.26	3.47	82.41
3.29	3.47	164.81
3.39	3.72	369.99
3.42	3.49	293.66
3.45	3.52	185.00
3.53	3.70	164.81
3.55	3.68	246.94
3.55	3.82	493.88
3.58	3.78	123.47
3.61	3.67	61.74
3.71	4.39	554.37
3.73	3.87	277.18
3.74	4.09	466.16
3.84	4.12	587.33
3.93	4.15	138.59
3.95	4.27	92.50
3.95	4.30	185.00
3.97	4.24	277.18
4.09	4.19	329.63
4.21	4.87	369.99
4.21	4.77	739.99
4.28	4.46	1318.51
4.30	4.62	783.99
4.33	5.09	92.50
4.39	4.75	138.59
4.40	4.47	277.18
4.41	5.07	185.00
4.46	4.72	554.37
4.71	5.31	587.33
4.80	5.30	123.47
4.80	4.90	246.94
4.80	4.87	493.88
4.85	5.28	293.66
4.94	5.19	369.99
5.24	5.81	493.88
5.30	5.45	415.30
5.41	5.63	246.94
5.52	5.82	146.83
5.52	5.83	415.30
5.59	5.76	349.23
5.59	5.71	1046.50
5.64	5.77	82.41
5.71	5.79	246.94
5.73	5.79	987.77
5.78	6.46	369.99
5.82	6.01	185.00
5.83	5.92	277.18
5.87	6.48	92.50
5.93	6.04	233.08
6.01	6.14	146.83
6.07	6.23	277.18
6.12	6.49	185.00
6.12	6.32	233.08
6.16	6.22	415.30
6.27	6.47	554.37
6.33	6.46	123.47
6.37	6.48	293.66
6.48	6.64	138.59
6.52	6.66	329.63
6.56	6.83	369.99
6.70	6.83	185.00
6.80	7.16	392.00
6.81	6.87	783.99
6.81	6.87	1567.98
6.89	7.09	185.00
6.93	7.24	164.81
7.16	7.32	185.00
7.18	7.30	369.99
7.25	7.55	392.00
7.31	7.60	164.81
7.35	7.47	82.41
7.39	9.37	369.99
7.53	7.59	440.00
7.58	7.76	246.94
7.58	7.76	493.88
7.62	7.77	185.00
7.66	7.73	61.74
7.66	7.73	123.47
7.75	8.15	554.37
7.76	8.42	164.81
7.82	8.29	277.18
7.86	7.95	783.99
8.13	8.27	329.63
8.13	8.20	659.26
8.20	8.74	739.99
8.22	8.54	554.37
8.34	9.34	185.00
8.44	8.67	92.50
8.49	8.62	164.81
8.52	8.72	138.59
8.61	8.70	277.18
8.62	8.82	440.00
8.68	8.75	110.00
8.75	9.30	587.33
8.80	9.45	293.66
8.85	9.31	123.47
8.85	8.95	246.94
9.04	9.13	246.94
9.18	9.30	92.50
9.34	9.81	246.94
9.34	9.64	349.23
9.37	9.82	207.65
9.39	9.61	69.30
9.50	9.77	123.47
9.70	9.81	69.30
9.72	9.80	349.23
9.81	10.35	369.99
9.83	10.16	277.18
9.84	10.61	185.00
9.88	9.96	554.37
9.92	10.72	92.50
9.96	10.08	233.08
10.17	10.31	233.08
10.26	10.51	277.18
10.34	10.47	61.74
10.34	10.51	123.47
10.34	10.46	659.26
10.37	10.43	293.66
10.38	10.47	830.61
10.39	10.48	1318.51
10.40	10.47	440.00
10.50	10.66	329.63
10.56	10.69	138.59
10.63	10.82	369.99
10.67	10.85	185.00
10.82	11.46	392.00
10.84	11.49	164.81
10.89	10.97	659.26
10.89	10.96	1318.51
10.94	11.16	82.41
10.95	11.18	329.63
11.32	11.48	185.00
11.45	11.72	369.99
11.50	11.58	73.42
11.51	11.63	146.83
11.51	11.57	293.66
