2.00	2.96	523.25
2.09	2.80	261.63
2.15	2.23	783.99
2.16	2.52	1046.50
2.31	3.02	392.00
2.53	3.04	329.63
2.59	2.96	1046.50
2.81	2.87	261.63
2.88	2.93	261.63
2.94	3.30	261.63
3.00	3.79	659.26
3.00	3.08	783.99
3.08	3.14	110.00
3.11	4.47	392.00
3.14	4.01	329.63
3.15	3.41	783.99
3.30	3.41	523.25
3.42	4.02	783.99
3.46	3.52	261.63
3.48	3.54	130.81
3.80	3.87	659.26
3.89	4.02	261.63
4.02	4.23	329.63
4.02	4.77	493.88
4.05	4.52	587.33
4.07	4.27	659.26
4.31	4.52	293.66
4.48	4.59	392.00
4.53	4.78	349.23
4.60	4.77	392.00
4.65	4.76	98.00
4.65	4.76	293.66
4.65	4.74	587.33
4.76	5.76	523.25
4.78	5.02	392.00
4.78	4.78	493.88
4.85	4.92	116.54
4.88	4.99	1174.66
4.89	5.25	587.33
5.08	6.01	392.00
5.09	5.76	261.63
5.53	6.02	329.63
5.70	6.01	1046.50
5.82	6.03	261.63
5.82	6.01	523.25
6.03	6.39	880.00
6.09	6.51	261.63
6.13	6.23	392.00
6.26	6.77	440.00
6.39	6.48	1760.00
6.40	6.45	880.00
6.53	7.01	349.23
6.78	7.02	440.00
7.00	7.51	783.99
7.11	8.01	261.63
7.12	7.26	440.00
7.31	7.52	392.00
7.50	8.01	523.25
7.50	8.01	1046.50
7.54	8.01	329.63
7.61	7.73	783.99
7.75	8.02	392.00
7.92	8.04	987.77
8.00	8.50	783.99
8.02	8.02	261.63
8.04	8.51	246.94
8.15	8.26	1046.50
8.25	8.51	392.00
8.39	8.48	493.88
8.52	8.64	246.94
8.52	9.29	698.46
8.53	8.59	98.00
8.59	8.89	392.00
8.77	8.88	783.99
8.78	9.44	659.26
9.13	9.77	261.63
9.28	10.03	392.00
9.30	9.52	698.46
9.40	9.54	783.99
9.45	9.55	659.26
9.54	10.03	329.63
9.83	10.02	261.63
9.99	10.07	659.26
10.01	10.40	440.00
10.06	10.39	349.23
10.08	10.14	110.00
10.10	10.21	392.00
10.27	10.48	493.88
10.36	10.54	110.00
10.39	10.65	523.25
10.40	10.39	349.23
10.52	10.77	587.33
10.56	10.66	130.81
10.65	10.90	659.26
10.76	11.14	698.46
10.91	11.14	783.99
10.96	11.04	659.26
11.04	11.27	880.00
11.15	11.26	783.99
11.25	11.58	698.46
11.40	11.77	659.26
11.52	12.02	174.61
11.53	11.78	587.33
11.61	11.68	261.63
11.63	11.92	523.25
11.65	11.71	1046.50
11.78	12.04	493.88
11.78	11.77	659.26
11.78	11.84	1046.50
11.78	11.86	2093.00
11.89	12.26	440.00
12.04	12.33	164.81
12.06	12.39	392.00
12.27	12.52	440.00
12.34	12.52	110.00
12.34	12.39	164.81
12.40	12.65	164.81
12.41	12.64	493.88
12.51	12.77	523.25
12.51	12.64	987.77
12.58	12.67	110.00
12.64	12.89	587.33
12.66	12.68	164.81
12.69	12.78	130.81
12.78	13.14	659.26
12.89	13.52	698.46
13.04	13.14	783.99
13.15	13.14	659.26
13.24	13.64	659.26
