0.05	0.12	830.61
0.10	0.16	587.33
0.40	0.47	392.00
0.50	1.17	493.88
0.52	0.93	246.94
0.91	1.05	554.37
0.95	1.65	277.18
0.96	1.81	110.00
1.25	1.31	329.63
1.31	1.66	220.00
1.31	1.77	440.00
1.53	1.65	329.63
1.66	1.67	277.18
1.66	2.02	415.30
1.89	2.00	622.25
1.93	2.01	207.65
2.03	2.57	369.99
2.05	2.49	185.00
2.17	2.63	987.77
2.48	3.74	110.00
2.48	2.63	220.00
2.48	2.73	329.63
2.49	3.72	164.81
2.49	3.05	554.37
2.49	3.21	1108.73
2.51	2.73	55.00
2.52	3.05	277.18
2.70	2.78	220.00
2.79	3.31	55.00
2.79	3.28	329.63
2.86	3.28	220.00
2.86	3.53	440.00
2.86	3.53	880.00
2.87	3.16	1760.00
2.91	3.02	659.26
3.11	3.43	554.37
3.17	3.83	277.18
3.21	3.69	830.61
3.46	3.57	1661.22
3.57	3.72	415.30
3.62	3.88	739.99
3.75	3.91	146.83
3.75	3.86	554.37
3.77	4.11	293.66
3.83	3.88	110.00
3.88	4.32	329.63
3.88	4.48	659.26
3.89	4.32	110.00
3.91	4.22	220.00
3.94	4.29	164.81
4.09	4.18	277.18
4.30	4.36	185.00
4.37	4.63	415.30
4.41	4.63	207.65
4.41	4.53	1318.51
4.46	4.61	110.00
4.49	4.71	369.99
4.63	5.13	277.18
4.63	4.91	1318.51
4.64	5.35	440.00
4.72	4.94	92.50
4.76	4.96	185.00
4.79	4.91	220.00
4.79	4.91	659.26
4.92	5.13	554.37
4.97	5.20	207.65
5.08	5.28	587.33
5.13	5.35	185.00
5.13	5.34	369.99
5.19	5.35	277.18
5.27	5.35	554.37
5.36	6.12	164.81
5.37	5.75	207.65
5.41	5.72	329.63
5.41	5.90	659.26
5.60	5.81	82.41
5.60	5.66	293.66
5.60	5.99	739.99
5.61	5.99	123.47
5.77	6.55	830.61
5.78	5.97	329.63
5.84	5.90	1318.51
5.86	5.98	369.99
5.96	6.33	880.00
5.97	6.33	440.00
5.98	6.33	220.00
6.01	6.75	110.00
6.13	6.21	164.81
6.15	6.24	329.63
6.22	6.29	164.81
6.25	6.32	329.63
6.30	7.42	164.81
6.33	7.06	329.63
6.52	6.72	739.99
6.55	6.64	220.00
6.67	7.04	246.94
6.69	7.82	659.26
6.77	6.87	1318.51
6.78	6.98	103.83
6.98	7.07	110.00
7.01	7.08	1318.51
7.07	7.45	103.83
7.09	7.44	277.18
7.09	7.45	554.37
7.42	7.52	587.33
7.45	7.52	185.00
7.46	7.48	554.37
7.52	7.64	440.00
7.53	7.97	92.50
7.57	7.79	293.66
7.61	7.73	329.63
7.73	7.82	587.33
7.78	8.20	185.00
7.78	8.12	554.37
7.83	8.12	277.18
7.97	8.44	587.33
8.11	8.29	1318.51
8.15	8.30	293.66
8.15	8.57	987.77
8.17	8.68	493.88
8.22	9.51	82.41
8.22	9.16	164.81
8.32	8.68	246.94
8.38	8.47	1318.51
8.45	8.45	587.33
8.49	9.16	1108.73
8.58	8.58	987.77
8.67	8.80	659.26
8.74	9.10	246.94
8.74	8.85	329.63
8.74	9.20	493.88
8.82	9.19	587.33
8.82	9.74	1174.66
9.11	9.15	246.94
9.16	9.62	246.94
9.17	9.36	164.81
9.17	9.48	1108.73
9.25	9.33	587.33
9.34	9.50	587.33
9.37	9.49	164.81
9.50	9.51	164.81
9.51	10.62	493.88
9.51	9.89	587.33
9.52	11.16	987.77
9.52	9.86	1975.53
9.55	10.29	185.00
9.57	9.88	293.66
9.71	9.77	246.94
9.74	10.55	123.47
9.78	9.86	246.94
9.87	10.29	246.94
10.02	10.60	587.33
10.30	10.39	98.00
10.30	10.39	196.00
10.31	10.67	82.41
10.31	10.83	329.63
10.32	10.65	392.00
10.37	10.78	246.94
10.53	10.60	1975.53
10.56	10.60	123.47
10.61	10.64	123.47
10.61	10.90	587.33
10.63	10.66	493.88
10.65	10.65	123.47
10.65	11.10	196.00
10.67	10.72	493.88
10.69	10.85	659.26
10.69	10.80	1975.53
10.71	10.83	98.00
10.72	10.84	293.66
10.73	10.84	493.88
10.83	10.99	554.37
10.93	12.09	493.88
10.98	11.67	1174.66
11.02	11.10	587.33
11.10	12.08	246.94
11.16	12.51	185.00
11.25	11.33	987.77
11.32	11.69	587.33
11.34	12.06	987.77
11.43	12.08	123.47
11.68	12.09	1975.53
11.69	11.78	293.66
11.71	12.13	1318.51
11.84	12.64	293.66
11.93	12.87	587.33
12.07	12.09	987.77
12.07	12.50	1174.66
12.15	12.48	246.94
12.15	12.49	369.99
12.19	12.50	440.00
12.24	12.51	1108.73
12.25	12.33	61.74
12.25	12.33	123.47
12.48	12.64	880.00
12.54	12.96	82.41
12.54	13.23	164.81
12.54	12.96	415.30
12.58	12.75	246.94
12.58	13.61	493.88
12.58	13.80	987.77
12.74	12.80	1975.53
12.87	13.03	246.94
12.87	13.53	369.99
12.87	13.05	739.99
12.91	13.09	1975.53
13.13	13.19	739.99
13.15	13.25	1046.50
13.16	13.24	415.30
13.23	13.34	659.26
13.23	13.47	1975.53
13.24	13.62	164.81
13.28	13.86	329.63
13.36	14.04	1046.50
13.36	13.42	2093.00
13.45	13.61	82.41
13.45	13.61	246.94
13.53	13.75	659.26
13.63	14.16	277.18
13.66	14.28	1760.00
13.67	13.79	369.99
13.73	14.81	164.81
13.87	13.96	329.63
13.99	14.39	880.00
14.02	14.47	830.61
14.02	14.57	1661.22
14.03	14.14	493.88
14.17	14.18	277.18
14.18	14.35	329.63
14.20	14.27	293.66
14.28	14.76	293.66
14.36	14.83	587.33
14.38	14.53	493.88
14.39	14.52	1760.00
14.40	14.57	1479.98
14.44	14.79	329.63
14.78	15.13	554.37
14.83	14.95	146.83
14.83	14.89	185.00
14.88	15.18	277.18
15.03	15.14	185.00
15.07	15.17	369.99
15.17	15.33	207.65
15.22	15.30	587.33
15.23	15.41	82.41
15.26	15.38	146.83
15.30	15.48	554.37
15.34	15.49	277.18
15.42	15.95	1318.51
15.49	15.63	185.00
15.49	15.69	440.00
15.50	16.00	277.18
15.52	15.72	92.50
15.52	15.69	220.00
15.52	15.85	659.26
15.69	16.02	185.00
15.69	15.82	554.37
15.85	16.20	587.33
15.88	16.65	1174.66
15.96	15.97	1318.51
15.99	16.17	329.63
16.17	16.66	369.99
16.18	16.32	739.99
16.20	16.32	293.66
16.21	16.48	185.00
16.22	16.53	220.00
16.24	16.83	1108.73
16.30	16.43	659.26
16.31	16.44	587.33
16.34	16.67	92.50
16.35	16.55	440.00
16.52	16.58	293.66
16.56	16.80	185.00
16.57	16.95	659.26
16.58	16.79	987.77
16.58	16.79	1975.53
16.61	16.86	329.63
16.64	16.77	554.37
16.66	16.76	1174.66
16.67	16.69	369.99
16.70	16.75	369.99
16.77	16.96	1174.66
16.79	16.90	207.65
16.79	16.96	587.33
16.82	16.88	293.66
16.93	17.04	554.37
16.93	17.00	1108.73
16.96	17.11	293.66
16.96	17.13	440.00
16.96	17.13	880.00
17.03	17.11	587.33
17.03	17.14	1174.66
17.16	17.53	554.37
