pattern1
occurrence1
30.500000, 77.000000
31.000000, 76.000000
32.000000, 74.000000
35.000000, 72.000000
36.000000, 71.000000
37.000000, 72.000000
38.000000, 74.000000
39.500000, 72.000000
40.000000, 72.000000
occurrence2
58.500000, 77.000000
59.000000, 76.000000
60.000000, 74.000000
63.000000, 72.000000
64.000000, 71.000000
65.000000, 72.000000
66.000000, 74.000000
67.500000, 72.000000
68.000000, 72.000000
pattern2
occurrence1
39.500000, 72.000000
40.000000, 72.000000
43.000000, 79.000000
44.000000, 72.000000
45.000000, 77.000000
46.000000, 70.000000
47.000000, 74.000000
48.000000, 67.000000
49.000000, 69.000000
49.500000, 70.000000
50.000000, 72.000000
51.500000, 70.000000
52.000000, 69.000000
57.000000, 77.000000
58.500000, 77.000000
occurrence2
67.500000, 72.000000
68.000000, 72.000000
71.000000, 79.000000
72.000000, 72.000000
73.000000, 77.000000
74.000000, 70.000000
75.000000, 74.000000
76.000000, 67.000000
77.000000, 69.000000
77.500000, 70.000000
78.000000, 72.000000
79.500000, 70.000000
80.000000, 69.000000
85.000000, 60.000000
86.000000, 65.000000
pattern3
occurrence1
108.000000, 65.000000
109.000000, 69.000000
110.500000, 69.000000
111.000000, 67.000000
112.000000, 65.000000
113.000000, 62.000000
113.500000, 64.000000
114.000000, 65.000000
114.500000, 67.000000
115.000000, 69.000000
116.000000, 62.000000
117.500000, 64.000000
118.000000, 65.000000
118.500000, 67.000000
119.000000, 69.000000
119.500000, 65.000000
120.000000, 67.000000
occurrence2
136.000000, 65.000000
137.000000, 69.000000
138.500000, 69.000000
139.000000, 67.000000
140.000000, 65.000000
141.000000, 62.000000
141.500000, 64.000000
142.000000, 65.000000
142.500000, 67.000000
143.000000, 69.000000
144.000000, 62.000000
145.500000, 64.000000
146.000000, 65.000000
146.500000, 67.000000
147.000000, 69.000000
147.500000, 65.000000
148.000000, 67.000000
pattern4
occurrence1
124.000000, 64.000000
125.000000, 65.000000
126.000000, 67.000000
127.500000, 67.000000
128.000000, 69.000000
129.000000, 65.000000
130.000000, 67.000000
131.500000, 65.000000
132.000000, 64.000000
133.000000, 65.000000
135.000000, 64.000000
136.000000, 65.000000
137.000000, 69.000000
occurrence2
152.000000, 64.000000
153.000000, 65.000000
154.000000, 67.000000
155.500000, 67.000000
156.000000, 69.000000
157.000000, 65.000000
158.000000, 67.000000
159.500000, 65.000000
160.000000, 64.000000
161.000000, 65.000000
163.000000, 64.000000
164.000000, 65.000000
pattern5
occurrence1
196.500000, 60.000000
197.000000, 58.000000
198.000000, 57.000000
199.000000, 57.000000
200.000000, 58.000000
201.500000, 60.000000
202.000000, 62.000000
202.500000, 64.000000
203.000000, 65.000000
203.500000, 60.000000
204.000000, 63.000000
205.000000, 63.000000
206.000000, 62.000000
208.000000, 67.000000
209.000000, 60.000000
210.000000, 62.000000
211.000000, 60.000000
213.000000, 62.000000
213.500000, 65.000000
214.000000, 63.000000
215.000000, 62.000000
occurrence2
224.500000, 60.000000
225.000000, 58.000000
226.000000, 57.000000
227.000000, 57.000000
228.000000, 58.000000
229.500000, 60.000000
230.000000, 62.000000
230.500000, 64.000000
231.000000, 65.000000
231.500000, 60.000000
232.000000, 63.000000
233.000000, 63.000000
234.000000, 62.000000
236.000000, 67.000000
237.000000, 60.000000
238.000000, 62.000000
239.000000, 60.000000
241.000000, 62.000000
241.500000, 65.000000
242.000000, 63.000000
243.000000, 62.000000
pattern6
occurrence1
281.500000, 55.000000
282.000000, 57.000000
282.500000, 58.000000
283.000000, 60.000000
284.000000, 62.000000
288.000000, 55.000000
289.000000, 60.000000
291.000000, 59.000000
292.000000, 60.000000
293.000000, 57.000000
occurrence2
309.500000, 55.000000
310.000000, 57.000000
310.500000, 58.000000
311.000000, 60.000000
312.000000, 62.000000
316.000000, 55.000000
317.000000, 60.000000
319.000000, 59.000000
320.000000, 60.000000
321.000000, 57.000000
pattern7
occurrence1
292.000000, 60.000000
293.000000, 57.000000
294.000000, 58.000000
295.000000, 60.000000
296.000000, 57.000000
297.000000, 62.000000
298.000000, 55.000000
298.500000, 55.000000
299.000000, 58.000000
301.000000, 57.000000
302.000000, 55.000000
304.000000, 53.000000
307.000000, 48.000000
308.000000, 53.000000
309.500000, 55.000000
310.000000, 57.000000
310.500000, 58.000000
occurrence2
320.000000, 60.000000
321.000000, 57.000000
322.000000, 58.000000
323.000000, 60.000000
324.000000, 57.000000
325.000000, 62.000000
326.000000, 55.000000
326.500000, 55.000000
327.000000, 58.000000
329.000000, 57.000000
330.000000, 55.000000
332.000000, 53.000000
337.000000, 53.000000
338.000000, 53.000000
pattern8
occurrence1
364.000000, 50.000000
367.000000, 48.000000
368.000000, 46.000000
368.500000, 46.000000
369.000000, 58.000000
371.000000, 57.000000
372.000000, 55.000000
occurrence2
392.000000, 50.000000
395.000000, 48.000000
396.000000, 46.000000
396.500000, 46.000000
397.000000, 58.000000
399.000000, 57.000000
400.000000, 55.000000
pattern9
occurrence1
377.000000, 53.000000
379.000000, 52.000000
380.000000, 53.000000
381.000000, 50.000000
382.000000, 51.000000
383.000000, 46.000000
384.000000, 48.000000
387.000000, 48.000000
388.000000, 41.000000
389.000000, 53.000000
390.500000, 53.000000
occurrence2
405.000000, 53.000000
407.000000, 52.000000
408.000000, 53.000000
409.000000, 50.000000
410.000000, 51.000000
411.000000, 46.000000
412.000000, 48.000000
415.000000, 48.000000
416.000000, 41.000000
