1.26	1.33	1244.51
1.30	1.68	233.08
1.32	1.80	155.56
1.35	1.59	659.26
1.44	1.50	622.25
1.45	1.52	185.00
1.50	2.13	1244.51
1.52	1.63	1318.51
1.58	1.67	622.25
1.75	1.85	311.13
1.75	1.85	622.25
1.80	2.18	82.41
1.81	2.10	233.08
1.85	1.94	164.81
1.94	2.19	622.25
1.96	2.19	311.13
2.10	2.29	164.81
2.16	2.55	233.08
2.20	2.31	392.00
2.22	2.57	739.99
2.24	2.38	82.41
2.29	2.40	311.13
2.31	3.21	783.99
2.38	2.47	155.56
2.39	2.45	369.99
2.47	2.56	82.41
2.47	2.61	164.81
2.61	2.76	155.56
2.61	3.18	233.08
2.61	3.25	311.13
2.76	2.82	82.41
2.82	2.94	155.56
2.87	3.05	739.99
2.94	3.00	164.81
2.96	3.46	82.41
3.13	4.00	739.99
3.25	3.46	164.81
3.28	3.63	233.08
3.28	4.41	698.46
3.29	3.42	349.23
3.45	3.56	207.65
3.46	3.91	77.78
3.46	3.78	155.56
3.54	3.60	466.16
3.67	3.82	349.23
3.77	3.91	233.08
3.88	3.94	349.23
4.03	4.14	349.23
4.08	4.19	77.78
4.08	4.19	233.08
4.10	4.20	155.56
4.17	4.30	207.65
4.44	4.56	155.56
4.46	4.56	77.78
4.48	4.63	233.08
4.48	4.78	311.13
4.48	5.02	622.25
4.55	4.62	349.23
4.57	5.98	466.16
4.60	4.68	82.41
4.66	4.72	164.81
4.83	5.00	155.56
4.87	5.06	369.99
5.02	5.12	164.81
5.16	5.44	116.54
5.22	5.38	1244.51
5.23	5.29	82.41
5.26	5.34	622.25
5.35	6.11	369.99
5.56	5.84	116.54
5.60	5.76	155.56
5.79	6.04	587.33
5.81	5.87	349.23
6.08	6.28	1174.66
6.09	6.23	349.23
6.17	6.71	587.33
6.21	6.36	698.46
6.21	6.31	739.99
6.22	6.31	369.99
6.31	6.82	349.23
6.74	7.13	932.33
6.87	7.65	587.33
6.89	7.01	349.23
6.89	7.14	698.46
6.97	7.11	739.99
7.01	7.11	622.25
7.08	7.18	349.23
7.09	7.23	987.77
7.20	7.30	932.33
7.22	7.33	698.46
7.29	7.37	622.25
7.36	7.82	932.33
7.48	7.62	349.23
7.49	7.66	1864.66
7.66	7.93	622.25
7.68	7.78	349.23
7.68	7.77	1244.51
7.74	7.82	987.77
7.78	7.95	311.13
8.08	8.71	622.25
8.14	8.55	311.13
8.16	8.22	830.61
8.19	8.32	880.00
8.27	8.33	659.26
8.29	8.77	830.61
8.38	8.53	1661.22
8.39	8.48	880.00
8.56	8.68	880.00
8.71	9.01	659.26
8.86	8.93	311.13
8.86	8.93	622.25
8.87	9.34	830.61
8.96	9.66	783.99
9.01	9.22	311.13
9.01	9.22	622.25
9.04	9.13	880.00
