0.05	1.90	415.30
0.05	1.37	493.88
0.07	0.19	207.65
0.11	0.30	103.83
0.29	0.36	207.65
0.45	0.55	1479.98
0.68	0.76	1479.98
0.93	1.04	103.83
1.07	2.15	329.63
1.10	1.21	103.83
1.15	2.17	554.37
1.32	1.46	277.18
1.41	1.47	103.83
1.43	1.50	493.88
1.48	1.93	110.00
2.02	2.31	415.30
2.17	2.45	246.94
2.23	2.36	329.63
2.38	2.51	415.30
2.40	4.09	311.13
2.59	3.09	415.30
2.70	2.96	932.33
2.71	2.80	739.99
2.84	4.02	246.94
2.86	2.97	739.99
3.14	3.37	493.88
3.44	5.09	493.88
3.49	3.57	110.00
3.94	4.00	987.77
3.97	4.07	932.33
3.98	5.36	207.65
4.06	4.63	987.77
4.16	5.08	311.13
4.18	4.62	246.94
4.18	4.30	739.99
4.19	4.64	932.33
4.41	4.47	739.99
4.71	4.81	987.77
4.75	4.82	932.33
4.94	5.02	123.47
5.11	6.02	329.63
5.15	7.12	493.88
5.16	5.51	69.30
5.16	5.82	138.59
5.30	5.37	659.26
5.68	5.82	69.30
5.72	5.82	207.65
5.89	6.00	207.65
5.90	5.97	69.30
5.90	6.96	138.59
5.98	6.20	110.00
6.08	7.05	329.63
6.09	6.51	246.94
6.11	7.10	659.26
6.32	6.46	69.30
6.52	6.59	69.30
6.52	6.58	207.65
7.00	7.07	110.00
7.02	7.11	146.83
7.03	7.10	220.00
7.03	8.04	440.00
7.05	7.17	246.94
7.05	7.96	739.99
7.12	7.56	155.56
7.36	7.54	783.99
7.39	7.47	311.13
7.47	7.96	369.99
7.56	7.67	146.83
7.58	7.67	880.00
7.67	7.89	155.56
7.75	7.86	466.16
7.89	7.99	146.83
7.96	9.15	554.37
7.99	8.47	207.65
8.01	8.23	415.30
8.04	9.85	164.81
8.12	8.23	110.00
8.31	8.49	415.30
8.54	9.94	207.65
8.55	8.90	415.30
8.91	9.15	277.18
8.95	9.84	329.63
9.00	12.09	659.26
9.00	9.16	1318.51
9.29	9.35	110.00
9.35	9.51	415.30
9.42	9.70	1318.51
9.50	9.59	277.18
9.70	9.84	82.41
9.78	9.84	123.47
9.78	10.09	493.88
9.86	9.94	466.16
9.94	10.85	155.56
9.94	10.02	1318.51
10.04	10.10	246.94
10.17	10.84	246.94
10.31	10.87	1318.51
10.48	10.57	739.99
10.65	10.85	739.99
10.86	11.02	138.59
10.92	11.09	493.88
10.94	11.15	277.18
10.98	11.31	1318.51
11.03	11.11	466.16
11.14	11.22	138.59
11.18	11.29	233.08
11.19	11.26	466.16
11.27	12.93	329.63
11.32	11.42	466.16
11.44	11.83	138.59
11.51	12.13	233.08
11.51	11.62	466.16
11.59	11.80	698.46
11.74	11.81	110.00
11.82	12.98	415.30
11.84	11.92	277.18
12.13	12.91	830.61
12.41	12.47	138.59
12.69	13.64	207.65
12.78	13.81	466.16
12.80	12.92	69.30
12.80	12.92	138.59
12.82	12.88	164.81
12.92	13.69	932.33
12.94	13.00	1396.91
12.96	13.02	164.81
13.02	13.09	69.30
13.07	13.39	1396.91
13.08	13.64	164.81
13.09	13.17	1479.98
13.12	13.44	138.59
13.14	13.75	329.63
13.17	13.44	69.30
13.21	13.33	116.54
13.28	13.38	739.99
13.62	15.37	739.99
13.64	14.71	493.88
13.69	13.75	92.50
13.70	13.83	77.78
13.70	14.42	155.56
13.71	14.23	987.77
13.72	13.84	369.99
13.72	13.79	1318.51
13.72	14.63	1975.53
13.76	13.95	932.33
13.90	15.57	369.99
14.07	14.14	932.33
14.10	14.94	246.94
14.24	14.35	1864.66
14.39	14.56	987.77
14.41	14.52	1864.66
14.43	14.52	932.33
14.56	14.64	82.41
14.61	15.01	155.56
14.64	16.04	466.16
14.66	14.76	1108.73
14.69	16.03	932.33
14.91	15.30	1396.91
15.11	15.19	1864.66
15.15	15.29	246.94
15.23	15.55	155.56
15.25	15.55	311.13
15.39	15.63	1396.91
15.43	15.57	739.99
15.45	15.53	1479.98
15.54	15.60	116.54
15.60	16.69	123.47
15.67	16.00	311.13
15.69	15.79	1396.91
15.71	15.80	739.99
15.72	15.80	369.99
15.76	15.88	1479.98
15.85	15.94	1396.91
15.91	15.97	783.99
15.97	16.06	61.74
16.08	17.43	415.30
16.11	17.86	830.61
16.17	16.26	311.13
16.26	16.32	246.94
16.55	17.57	82.41
16.57	17.50	164.81
16.70	16.79	1661.22
16.80	17.51	123.47
16.89	16.97	246.94
16.89	17.47	493.88
17.11	17.32	329.63
17.13	17.25	880.00
17.15	17.34	1760.00
17.21	17.44	246.94
17.21	17.32	659.26
17.43	17.49	329.63
17.50	17.67	415.30
17.51	18.48	369.99
17.52	17.60	1661.22
17.54	18.46	739.99
17.63	18.02	155.56
17.63	17.82	493.88
17.64	17.77	77.78
17.64	17.74	554.37
17.77	17.97	415.30
17.80	17.87	82.41
17.85	17.97	466.16
17.85	17.94	880.00
17.86	18.10	1479.98
17.87	17.95	932.33
17.92	18.29	246.94
17.92	18.38	493.88
18.00	18.06	82.41
18.08	18.66	155.56
18.19	18.38	1479.98
18.22	18.29	82.41
18.28	18.38	1975.53
18.29	18.36	932.33
18.36	18.48	246.94
18.41	19.02	123.47
18.45	19.03	830.61
18.52	18.81	311.13
18.55	19.52	415.30
18.57	19.25	369.99
18.57	19.02	739.99
18.58	18.64	2093.00
18.60	18.68	880.00
18.67	18.73	1661.22
18.76	18.83	880.00
18.79	19.36	246.94
18.90	19.01	311.13
18.91	19.02	880.00
19.09	19.34	123.47
19.15	19.31	311.13
19.25	19.35	830.61
19.38	19.45	1318.51
19.44	19.53	329.63
19.49	19.60	138.59
19.53	19.60	69.30
19.53	19.60	207.65
19.59	20.42	329.63
19.59	20.49	659.26
19.60	19.69	415.30
19.68	20.36	207.65
19.69	19.76	69.30
19.69	19.77	138.59
19.78	19.84	987.77
19.78	19.84	1975.53
19.91	20.01	110.00
19.99	20.13	69.30
19.99	20.13	138.59
20.10	20.16	246.94
20.12	20.18	1046.50
20.22	20.29	138.59
20.34	20.67	1318.51
20.35	20.41	174.61
20.37	21.97	415.30
20.49	21.42	174.61
20.51	21.11	830.61
20.58	20.71	659.26
20.68	20.77	116.54
20.69	20.77	1975.53
20.71	20.77	58.27
20.84	20.90	58.27
20.84	20.90	116.54
20.89	21.09	277.18
20.96	21.42	58.27
20.96	21.53	116.54
20.99	21.10	349.23
21.02	21.16	698.46
21.18	21.35	277.18
21.34	21.85	830.61
21.34	21.40	880.00
21.39	21.76	82.41
21.43	22.27	164.81
21.43	21.68	277.18
21.47	21.73	466.16
21.52	21.68	493.88
21.61	21.91	233.08
21.80	21.89	116.54
21.86	22.41	82.41
21.88	23.67	369.99
21.88	23.99	739.99
21.99	22.22	116.54
22.00	22.21	233.08
22.16	22.27	466.16
22.18	22.26	329.63
22.23	22.31	1479.98
22.32	22.47	233.08
22.33	22.49	164.81
22.51	22.62	466.16
22.67	22.94	493.88
22.69	22.96	246.94
22.73	23.21	155.56
22.78	22.86	311.13
22.81	22.88	783.99
22.90	22.97	82.41
22.98	23.07	783.99
23.04	23.78	246.94
23.14	23.23	783.99
23.15	23.41	493.88
23.18	23.24	82.41
23.23	23.32	1479.98
23.25	23.32	123.47
23.27	23.58	155.56
23.46	24.40	311.13
23.46	24.40	622.25
23.55	24.58	123.47
23.60	23.68	1864.66
23.62	23.78	493.88
23.62	23.77	987.77
23.62	23.74	1479.98
23.62	23.73	1975.53
23.81	23.99	1479.98
23.84	23.90	1318.51
23.89	23.97	1975.53
23.97	24.08	659.26
23.97	24.26	1318.51
24.02	24.52	246.94
24.02	24.47	493.88
24.10	24.16	1864.66
24.10	24.20	1975.53
24.15	24.26	659.26
24.36	25.49	155.56
24.40	24.53	659.26
24.44	25.01	329.63
24.51	24.58	1318.51
24.55	25.41	103.83
24.56	24.65	622.25
24.59	25.41	207.65
24.61	25.53	659.26
24.66	24.73	1318.51
24.68	24.74	246.94
24.90	24.96	311.13
25.04	25.45	246.94
25.14	25.26	1318.51
25.40	25.61	329.63
25.50	25.57	554.37
25.54	26.95	277.18
25.58	26.52	116.54
25.63	26.92	554.37
25.69	26.03	329.63
25.79	26.09	174.61
25.92	25.98	659.26
26.17	26.72	329.63
26.18	26.30	174.61
26.26	28.11	659.26
26.27	26.50	233.08
26.31	26.47	164.81
26.42	26.50	493.88
26.53	27.31	103.83
26.66	27.05	155.56
26.74	27.43	246.94
26.80	26.99	207.65
26.86	27.02	739.99
27.08	27.18	207.65
27.14	27.21	155.56
27.33	27.39	155.56
27.37	27.55	103.83
27.49	27.56	246.94
27.49	27.69	1318.51
27.57	27.96	98.00
27.60	27.69	466.16
27.63	27.75	329.63
27.73	27.92	233.08
27.80	27.92	1318.51
27.92	28.05	146.83
27.93	28.11	329.63
28.02	28.08	1318.51
28.03	29.80	622.25
28.04	28.57	233.08
28.05	28.32	98.00
28.10	29.82	311.13
28.26	28.43	466.16
28.46	28.63	98.00
28.57	28.64	196.00
28.60	28.66	146.83
28.64	29.34	207.65
28.69	29.41	103.83
28.71	29.90	155.56
28.71	28.85	466.16
29.36	29.71	130.81
29.41	29.75	207.65
29.53	29.62	98.00
29.76	29.82	61.74
29.76	30.48	185.00
29.79	29.90	92.50
29.79	29.88	220.00
29.81	30.87	523.25
29.99	30.06	92.50
30.06	30.14	440.00
30.10	30.16	311.13
30.25	30.33	220.00
30.26	30.40	311.13
30.43	30.51	220.00
30.59	30.77	185.00
30.61	30.73	369.99
30.64	30.71	311.13
30.76	31.79	82.41
30.80	31.49	164.81
30.84	32.35	277.18
30.84	31.77	554.37
30.87	30.99	207.65
30.95	31.34	329.63
30.95	31.03	523.25
30.95	31.02	659.26
31.12	31.25	659.26
31.13	31.49	207.65
31.40	31.55	329.63
31.56	31.88	207.65
31.60	31.81	164.81
31.85	32.55	155.56
31.87	32.51	369.99
31.93	32.20	440.00
31.96	32.03	466.16
32.26	32.40	220.00
32.29	32.96	92.50
32.29	33.01	185.00
32.29	32.40	440.00
32.47	32.99	220.00
32.49	32.58	440.00
32.58	32.75	277.18
32.62	32.69	369.99
32.82	32.88	369.99
32.84	32.92	277.18
32.85	34.09	329.63
32.87	33.43	440.00
32.97	33.22	69.30
32.98	33.13	277.18
33.01	33.09	207.65
33.02	33.13	138.59
33.11	33.81	164.81
33.17	33.28	554.37
33.18	33.33	185.00
33.21	33.50	138.59
33.35	33.41	69.30
33.40	33.49	554.37
33.41	33.49	207.65
33.43	33.49	415.30
33.49	33.97	440.00
33.56	33.62	69.30
33.56	33.68	554.37
33.58	33.70	138.59
33.83	33.98	130.81
33.85	34.50	65.41
33.89	34.12	196.00
33.92	34.99	311.13
33.96	34.04	164.81
34.09	34.96	130.81
34.23	34.38	440.00
34.34	35.53	207.65
34.36	36.06	415.30
34.94	35.39	329.63
35.04	35.11	659.26
35.14	35.24	698.46
35.26	35.59	138.59
35.30	35.36	698.46
35.60	35.66	207.65
35.72	35.78	207.65
35.95	36.02	493.88
